employee_program_id,employee_id,program_id,enrollment_date,completion_date,participation_status,completion_score
EP006837,E01253,P010,2024-08-14,2024-08-18,Completed,97.83
EP006838,E04662,P006,2025-05-10,2025-05-31,Completed,100.0
EP006839,E04160,P009,2024-09-16,2024-09-23,Completed,92.1
EP006840,E04393,P039,2026-03-12,2026-05-29,Completed,100.0
EP006841,E00977,P024,2025-01-25,2025-04-07,Completed,76.21
EP006842,E02131,P012,2025-04-27,,Enrolled,
EP006843,E03528,P036,2025-01-25,2025-01-26,Completed,96.46
EP006844,E02800,P005,2025-05-28,2025-08-07,Completed,86.53
EP006845,E03108,P015,2025-05-17,2025-05-31,Completed,88.81
EP006846,E02342,P017,2024-07-19,2024-07-21,Completed,61.33
EP006847,E00165,P016,2024-11-14,,Enrolled,
EP006848,E03158,P033,2025-01-15,,Enrolled,
EP006849,E01169,P013,2025-05-19,2025-08-03,Completed,99.44
EP006850,E04148,P030,2026-07-13,,Withdrawn,
EP006851,E03697,P032,2025-01-14,2025-01-25,Completed,68.87
EP006852,E00425,P025,2024-11-03,,Enrolled,
EP006853,E02543,P031,2026-08-24,,In Progress,
EP006854,E04471,P001,2025-12-16,2026-02-21,Completed,78.23
EP006855,E00020,P020,2025-09-25,2025-11-22,Completed,73.66
EP006856,E01839,P002,2024-09-16,,Enrolled,
EP006857,E01474,P028,2024-08-20,2024-09-17,Completed,86.89
EP006858,E00879,P022,2025-01-19,,Enrolled,
EP006859,E03257,P014,2026-10-08,2026-10-16,Completed,83.27
EP006860,E02447,P006,2025-04-26,,Withdrawn,
EP006861,E03223,P015,2025-03-17,,Enrolled,
EP006862,E04115,P009,2024-06-30,2024-08-15,Completed,77.13
EP006863,E02424,P019,2025-12-12,,Enrolled,
EP006864,E02657,P011,2024-12-12,2024-12-18,Completed,83.76
EP006865,E03989,P039,2026-03-01,,Withdrawn,
EP006866,E00992,P019,2026-05-09,,Enrolled,
EP006867,E01989,P029,2026-04-24,2026-04-29,Completed,55.0
EP006868,E03184,P033,2024-12-16,,Withdrawn,
EP006869,E02335,P032,2025-03-11,2025-03-30,Completed,92.74
EP006870,E00378,P016,2024-11-06,2024-12-12,Completed,74.02
EP006871,E03495,P023,2025-07-17,2025-09-10,Completed,81.45
EP006872,E03249,P025,2024-08-11,2024-09-11,Completed,88.26
EP006873,E01294,P038,2025-06-04,2025-06-10,Completed,81.3
EP006874,E01077,P030,2026-06-05,2026-07-10,Completed,100.0
EP006875,E00737,P037,2026-05-09,2026-06-07,Completed,84.41
EP006876,E01226,P023,2025-08-20,,Enrolled,
EP006877,E04512,P029,2026-01-12,,Enrolled,
EP006878,E03096,P034,2025-08-04,,Enrolled,
EP006879,E02793,P019,2026-04-02,,Enrolled,
EP006880,E02821,P002,2024-11-13,,Enrolled,
EP006881,E04680,P007,2024-08-31,2024-10-09,Completed,86.96
EP006882,E00742,P033,2025-03-22,2025-03-24,Completed,87.44
EP006883,E01199,P023,2025-08-11,2025-08-14,Completed,69.23
EP006884,E00488,P029,2026-03-31,2026-05-07,Completed,83.31
EP006885,E02210,P005,2025-06-23,,Enrolled,
EP006886,E02551,P006,2025-06-23,,Enrolled,
EP006887,E01990,P024,2025-01-25,,Enrolled,
EP006888,E03773,P023,2025-08-29,,Enrolled,
EP006889,E04817,P034,2025-07-22,2025-09-17,Completed,87.71
EP006890,E04327,P036,2025-01-06,2025-01-13,Completed,84.36
EP006891,E02204,P005,2025-06-12,2025-06-25,Completed,74.95
EP006892,E01828,P025,2024-09-30,2024-11-11,Completed,93.5
EP006893,E01865,P009,2024-11-07,2024-11-14,Completed,77.46
EP006894,E04661,P022,2024-12-09,2025-01-18,Completed,64.74
EP006895,E00094,P032,2025-01-05,2025-04-01,Completed,78.81
EP006896,E02490,P027,2024-11-28,2024-11-30,Completed,99.07
EP006897,E01401,P019,2026-03-22,,Withdrawn,
EP006898,E01579,P034,2025-05-24,2025-06-06,Completed,94.24
EP006899,E01504,P037,2026-07-03,,Enrolled,
EP006900,E00893,P019,2026-01-14,,Enrolled,
EP006901,E01407,P023,2025-06-19,,Enrolled,
EP006902,E01857,P028,2024-05-31,2024-09-12,Completed,85.32
EP006903,E03628,P004,2026-02-03,2026-02-08,Completed,82.71
EP006904,E04225,P015,2025-04-21,,Enrolled,
EP006905,E00775,P021,2025-02-03,2025-02-12,Completed,64.29
EP006906,E04254,P031,2026-07-17,2026-08-14,Completed,96.64
EP006907,E04150,P028,2024-06-21,2024-09-11,Completed,86.7
EP006908,E02481,P007,2024-10-09,2024-10-19,Completed,67.54
EP006909,E02476,P004,2025-12-03,2026-01-12,Completed,87.57
EP006910,E04156,P029,2026-03-24,2026-05-21,Completed,75.92
EP006911,E03858,P003,2025-10-24,2025-11-07,Completed,86.88
EP006912,E00718,P026,2026-09-11,2026-09-11,Completed,85.19
EP006913,E02281,P005,2025-07-06,,Enrolled,
EP006914,E04215,P014,2026-12-18,2026-12-22,Completed,72.82
EP006915,E01401,P006,2025-06-06,2025-06-07,Completed,79.63
EP006916,E04134,P032,2025-04-10,,Enrolled,
EP006917,E00925,P018,2026-04-12,,Enrolled,
EP006918,E00040,P002,2024-10-30,2024-11-06,Completed,82.58
EP006919,E01461,P020,2025-09-24,2025-12-13,Completed,89.27
EP006920,E02792,P033,2025-01-20,2025-01-29,Completed,84.1
EP006921,E00543,P037,2026-07-26,2026-07-27,Completed,91.53
EP006922,E00506,P040,2024-09-17,,Enrolled,
EP006923,E01597,P039,2026-05-03,2026-05-11,Completed,77.89
EP006924,E03670,P017,2024-05-26,2024-06-24,Completed,92.0
EP006925,E02484,P007,2024-10-19,,Enrolled,
EP006926,E02778,P014,2026-12-07,2026-12-07,Completed,86.83
EP006927,E01203,P011,2025-03-03,,Withdrawn,
EP006928,E04941,P003,2025-12-01,2025-12-04,Completed,87.01
EP006929,E02022,P002,2024-12-19,,Enrolled,
EP006930,E03003,P032,2025-02-11,2025-05-16,Completed,95.52
EP006931,E04231,P013,2025-06-09,,Enrolled,
EP006932,E04586,P016,2024-10-22,2024-11-28,Completed,74.09
EP006933,E02454,P008,2024-09-26,,Enrolled,
EP006934,E01461,P040,2025-02-01,2025-02-05,Completed,81.07
EP006935,E01409,P017,2024-07-04,2024-07-20,Completed,74.74
EP006936,E01816,P021,2025-02-28,2025-03-09,Completed,87.13
EP006937,E01634,P032,2025-02-08,2025-04-13,Completed,73.87
EP006938,E01896,P029,2026-01-21,2026-05-26,Completed,77.03
EP006939,E03024,P017,2024-06-03,2024-07-03,Completed,73.62
EP006940,E01306,P003,2025-10-05,,Enrolled,
EP006941,E00822,P030,2026-07-05,2026-07-06,Completed,76.35
EP006942,E01440,P022,2024-12-10,2024-12-30,Completed,80.51
EP006943,E00718,P034,2025-08-26,2025-09-09,Completed,84.3
EP006944,E00580,P015,2025-05-20,2025-06-05,Completed,86.31
EP006945,E01305,P023,2025-05-23,2025-06-23,Completed,83.13
EP006946,E02999,P038,2025-06-23,2025-06-29,Completed,83.87
EP006947,E03339,P008,2024-07-18,,Enrolled,
EP006948,E04208,P025,2024-11-13,2024-11-27,Completed,81.12
EP006949,E03853,P019,2025-12-14,,Enrolled,
EP006950,E03527,P020,2026-01-10,2026-01-21,Completed,86.4
EP006951,E02338,P009,2024-10-18,2024-12-15,Completed,91.83
EP006952,E03117,P001,2026-01-29,,Enrolled,
EP006953,E04114,P017,2024-04-25,,Withdrawn,
EP006954,E02411,P008,2024-09-27,2024-11-06,Completed,89.76
EP006955,E02177,P019,2025-12-17,,Enrolled,
EP006956,E03147,P006,2025-08-17,2025-08-17,Completed,72.07
EP006957,E00340,P031,2026-08-01,2026-08-25,Completed,77.12
EP006958,E00538,P024,2025-04-22,,Enrolled,
EP006959,E01640,P022,2025-01-05,2025-01-07,Completed,79.55
EP006960,E04147,P003,2025-12-01,2025-12-02,Completed,85.23
EP006961,E02432,P021,2025-03-29,2025-03-29,Completed,87.64
EP006962,E00553,P023,2025-08-20,2025-09-07,Completed,91.38
EP006963,E04798,P003,2025-11-28,,Enrolled,
EP006964,E04794,P006,2025-04-19,2025-05-07,Completed,86.59
EP006965,E01608,P007,2024-10-07,2024-10-13,Completed,87.09
EP006966,E00354,P001,2026-02-18,2026-02-20,Completed,85.54
EP006967,E04769,P028,2024-09-08,2024-09-14,Completed,78.62
EP006968,E04810,P030,2026-07-10,,In Progress,
EP006969,E04386,P025,2024-11-25,2024-12-05,Completed,74.79
EP006970,E01065,P008,2024-11-01,,Enrolled,
EP006971,E02091,P013,2025-05-26,,Enrolled,
EP006972,E02614,P016,2024-10-09,,Enrolled,
EP006973,E01382,P033,2025-01-30,2025-01-31,Completed,69.84
EP006974,E04532,P026,2026-10-10,2026-10-17,Completed,83.67
EP006975,E04350,P019,2026-05-16,,Withdrawn,
EP006976,E03866,P003,2025-11-25,,Enrolled,
EP006977,E03670,P005,2025-07-23,,Withdrawn,
EP006978,E00248,P011,2024-11-04,2025-02-24,Completed,83.25
EP006979,E01466,P038,2025-06-18,,Withdrawn,
EP006980,E03154,P020,2025-10-09,2025-11-18,Completed,82.08
EP006981,E04924,P002,2024-10-18,2024-12-13,Completed,77.92
EP006982,E01597,P024,2025-01-15,,Enrolled,
EP006983,E02256,P006,2025-06-05,,Enrolled,
EP006984,E04624,P004,2025-09-18,2025-11-12,Completed,85.9
EP006985,E01572,P036,2024-12-27,2025-01-14,Completed,77.36
EP006986,E01016,P006,2025-07-10,2025-07-21,Completed,81.19
EP006987,E04002,P008,2024-07-30,,Enrolled,
EP006988,E00214,P024,2025-02-24,2025-04-12,Completed,85.87
EP006989,E04967,P031,2026-07-16,2026-08-14,Completed,91.64
EP006990,E01930,P025,2024-07-24,2024-09-27,Completed,69.12
EP006991,E01864,P002,2024-08-04,,Enrolled,
EP006992,E00868,P009,2024-10-09,,Enrolled,
EP006993,E03367,P025,2024-11-25,,Enrolled,
EP006994,E04756,P032,2025-02-20,,Enrolled,
EP006995,E02807,P026,2026-10-15,,In Progress,
EP006996,E01047,P001,2026-02-11,2026-02-11,Completed,83.72
EP006997,E02544,P030,2026-07-26,2026-08-19,Completed,98.98
EP006998,E04490,P035,2024-09-12,2024-09-22,Completed,100.0
EP006999,E02468,P031,2026-08-24,,In Progress,
EP007000,E01779,P003,2025-10-14,2025-11-01,Completed,71.58
EP007001,E00833,P002,2024-08-26,,Enrolled,
EP007002,E01761,P040,2025-02-25,2025-02-26,Completed,66.44
EP007003,E02232,P032,2025-03-01,,Enrolled,
EP007004,E00889,P030,2026-06-07,,In Progress,
EP007005,E00556,P005,2025-07-07,2025-07-07,Completed,83.25
EP007006,E04947,P002,2024-08-03,2024-12-23,Completed,78.03
EP007007,E02595,P018,2026-06-26,,Enrolled,
EP007008,E00742,P030,2026-05-29,,In Progress,
EP007009,E01160,P030,2026-07-23,,In Progress,
EP007010,E00135,P027,2024-12-23,2024-12-30,Completed,88.32
EP007011,E02421,P036,2024-12-20,2025-01-27,Completed,89.48
EP007012,E03435,P004,2025-11-21,2025-11-29,Completed,73.38
EP007013,E00849,P028,2024-08-23,,Withdrawn,
EP007014,E01903,P005,2025-04-16,,Enrolled,
EP007015,E02296,P018,2026-05-02,2026-06-04,Completed,73.41
EP007016,E01221,P035,2024-08-17,2024-09-14,Completed,88.63
EP007017,E01377,P011,2024-11-10,2024-12-17,Completed,91.73
EP007018,E03377,P026,2026-08-01,2026-10-16,Completed,93.82
EP007019,E04150,P034,2025-08-03,2025-08-09,Completed,83.44
EP007020,E00849,P006,2025-05-06,2025-06-04,Completed,84.26
EP007021,E00673,P036,2024-12-13,2024-12-17,Completed,75.33
EP007022,E04377,P019,2026-05-04,2026-05-04,Completed,83.6
EP007023,E02133,P013,2025-07-25,,Enrolled,
EP007024,E04801,P023,2025-07-22,2025-07-29,Completed,86.94
EP007025,E02007,P018,2026-06-02,,Withdrawn,
EP007026,E02024,P027,2025-01-16,,Enrolled,
EP007027,E01585,P008,2024-05-28,2024-08-09,Completed,92.78
EP007028,E02962,P020,2025-10-06,,Enrolled,
EP007029,E04738,P037,2026-06-26,2026-07-17,Completed,76.79
EP007030,E02219,P006,2025-05-31,,Enrolled,
EP007031,E02511,P013,2025-07-04,2025-07-17,Completed,80.57
EP007032,E04429,P008,2024-10-15,,Enrolled,
EP007033,E04640,P001,2026-01-24,2026-02-01,Completed,92.44
EP007034,E03568,P035,2024-09-17,2024-09-19,Completed,84.52
EP007035,E00819,P036,2025-02-02,2025-02-03,Completed,68.49
EP007036,E04143,P017,2024-07-11,,Enrolled,
EP007037,E02971,P032,2024-12-22,,Enrolled,
EP007038,E01828,P023,2025-08-20,,Enrolled,
EP007039,E02614,P024,2025-01-28,2025-02-15,Completed,93.07
EP007040,E01101,P029,2026-01-04,,Withdrawn,
EP007041,E04698,P028,2024-05-13,2024-07-17,Completed,79.28
EP007042,E02416,P001,2025-12-04,,Enrolled,
EP007043,E01147,P015,2025-05-21,2025-06-03,Completed,81.51
EP007044,E01062,P011,2024-11-09,2024-12-30,Completed,75.9
EP007045,E03541,P001,2026-01-22,2026-02-23,Completed,79.56
EP007046,E02107,P012,2025-04-19,,Enrolled,
EP007047,E02943,P013,2025-07-04,,Enrolled,
EP007048,E01478,P019,2026-03-07,2026-03-17,Completed,87.53
EP007049,E02130,P015,2025-04-28,2025-05-07,Completed,78.7
EP007050,E00997,P020,2026-01-15,2026-01-18,Completed,94.18
EP007051,E04991,P021,2025-01-19,2025-01-22,Completed,82.5
EP007052,E03854,P003,2025-10-18,2025-11-18,Completed,100.0
EP007053,E03392,P009,2024-09-11,2024-11-24,Completed,68.55
EP007054,E02012,P031,2026-07-26,2026-07-31,Completed,83.24
EP007055,E02304,P016,2024-09-16,2024-12-13,Completed,74.9
EP007056,E01315,P016,2024-09-29,2024-10-04,Completed,89.89
EP007057,E02833,P005,2025-07-07,2025-07-30,Completed,82.3
EP007058,E04976,P039,2026-03-01,,Enrolled,
EP007059,E00568,P014,2026-09-18,,Withdrawn,
EP007060,E04767,P030,2026-07-24,2026-08-02,Completed,83.65
EP007061,E04676,P017,2024-07-19,2024-07-20,Completed,88.3
EP007062,E01489,P034,2025-04-22,,Enrolled,
EP007063,E02805,P010,2024-07-23,2024-07-23,Completed,87.24
EP007064,E00331,P008,2024-06-13,,Enrolled,
EP007065,E03524,P024,2025-04-27,2025-05-01,Completed,85.57
EP007066,E04748,P013,2025-07-31,2025-08-02,Completed,80.64
EP007067,E03498,P004,2026-02-08,2026-02-16,Completed,82.64
EP007068,E03678,P019,2026-05-23,2026-05-23,Completed,69.68
EP007069,E04647,P035,2024-07-31,,Enrolled,
EP007070,E03164,P010,2024-06-11,2024-06-17,Completed,90.37
EP007071,E04359,P035,2024-07-16,2024-08-26,Completed,69.97
EP007072,E01199,P022,2024-11-11,,Enrolled,
EP007073,E02446,P035,2024-09-09,2024-09-17,Completed,83.92
EP007074,E02836,P004,2026-01-31,,Enrolled,
EP007075,E01970,P030,2026-08-13,2026-08-15,Completed,87.07
EP007076,E02440,P026,2026-08-18,2026-10-05,Completed,100.0
EP007077,E00121,P022,2025-01-03,,Enrolled,
EP007078,E00927,P017,2024-07-15,2024-07-20,Completed,65.21
EP007079,E01541,P019,2026-01-13,,Withdrawn,
EP007080,E04099,P031,2026-08-10,,In Progress,
EP007081,E03430,P004,2025-11-20,2026-02-17,Completed,79.1
EP007082,E01500,P015,2025-04-29,,Enrolled,
EP007083,E00528,P003,2025-12-05,2025-12-06,Completed,85.28
EP007084,E00525,P018,2026-04-08,2026-06-08,Completed,72.44
EP007085,E01891,P034,2025-05-11,2025-06-29,Completed,100.0
EP007086,E00657,P017,2024-03-27,2024-06-08,Completed,65.56
EP007087,E04205,P034,2025-08-24,2025-09-09,Completed,71.7
EP007088,E04392,P030,2026-06-12,2026-07-16,Completed,79.1
EP007089,E04321,P022,2024-11-15,,Enrolled,
EP007090,E02006,P019,2025-12-20,2026-01-22,Completed,81.16
EP007091,E04320,P033,2025-01-16,,Enrolled,
EP007092,E04670,P004,2026-01-24,,Enrolled,
EP007093,E02127,P006,2025-07-30,2025-08-07,Completed,77.36
EP007094,E02809,P036,2025-01-31,,Enrolled,
EP007095,E03098,P038,2025-06-12,,Enrolled,
EP007096,E02807,P025,2024-06-28,2024-10-02,Completed,91.83
EP007097,E02939,P024,2025-03-27,,Enrolled,
EP007098,E04954,P002,2024-09-08,2024-12-12,Completed,83.24
EP007099,E03924,P027,2024-12-06,2025-02-13,Completed,69.53
EP007100,E01810,P025,2024-09-09,2024-10-07,Completed,93.73
EP007101,E01862,P034,2025-07-22,,Enrolled,
EP007102,E03574,P029,2026-02-17,,Enrolled,
EP007103,E04250,P015,2025-05-11,2025-06-03,Completed,97.92
EP007104,E00757,P030,2026-07-19,2026-08-04,Completed,100.0
EP007105,E01238,P008,2024-08-24,2024-11-14,Completed,82.45
EP007106,E00254,P016,2024-10-28,2024-12-06,Completed,83.75
EP007107,E04311,P002,2024-12-04,,Enrolled,
EP007108,E00500,P013,2025-07-21,2025-07-30,Completed,83.56
EP007109,E01846,P013,2025-06-05,2025-06-06,Completed,76.02
EP007110,E02276,P002,2024-11-03,2024-11-21,Completed,78.16
EP007111,E01026,P017,2024-03-07,2024-05-13,Completed,84.76
EP007112,E04704,P012,2025-04-19,2025-04-19,Completed,82.22
EP007113,E01371,P024,2025-01-27,,Enrolled,
EP007114,E00239,P015,2025-06-01,2025-06-09,Completed,73.86
EP007115,E00534,P006,2025-06-08,2025-06-25,Completed,74.11
EP007116,E01725,P020,2025-12-13,2026-01-13,Completed,59.66
EP007117,E04952,P011,2025-03-11,2025-03-22,Completed,73.48
EP007118,E00235,P019,2026-03-13,,Enrolled,
EP007119,E04076,P007,2024-09-03,,Enrolled,
EP007120,E02313,P001,2026-01-14,,Withdrawn,
EP007121,E03366,P016,2024-09-25,,Enrolled,
EP007122,E00185,P022,2024-12-25,,Enrolled,
EP007123,E04580,P026,2026-07-21,2026-09-26,Completed,61.78
EP007124,E03829,P011,2025-01-18,2025-01-26,Completed,75.2
EP007125,E00619,P011,2024-12-17,2025-03-05,Completed,86.66
EP007126,E00945,P014,2026-11-22,2026-12-23,Completed,86.27
EP007127,E00741,P022,2024-12-19,2025-01-10,Completed,76.93
EP007128,E02012,P010,2024-08-10,2024-08-24,Completed,93.72
EP007129,E04218,P021,2024-12-23,2025-01-07,Completed,73.21
EP007130,E03068,P016,2024-09-03,2024-09-11,Completed,76.3
EP007131,E04329,P036,2024-12-02,2024-12-15,Completed,76.74
EP007132,E01635,P008,2024-09-05,2024-11-07,Completed,88.39
EP007133,E02132,P036,2025-01-14,2025-01-23,Completed,77.41
EP007134,E02177,P021,2025-01-04,2025-03-24,Completed,79.16
EP007135,E01646,P026,2026-10-10,2026-10-16,Completed,71.34
EP007136,E00193,P027,2024-11-22,2024-11-22,Completed,77.38
EP007137,E04008,P004,2026-02-09,2026-02-09,Completed,94.1
EP007138,E02686,P003,2025-10-03,,Enrolled,
EP007139,E02239,P023,2025-05-04,2025-07-26,Completed,67.7
EP007140,E00542,P009,2024-08-26,2024-08-28,Completed,73.64
EP007141,E04653,P014,2026-11-13,2026-12-23,Completed,85.56
EP007142,E03966,P003,2025-11-07,2025-11-07,Completed,91.81
EP007143,E03014,P022,2025-01-03,2025-01-15,Completed,98.32
EP007144,E00620,P001,2026-02-23,2026-02-23,Completed,81.65
EP007145,E02615,P036,2024-12-17,2025-01-06,Completed,67.23
EP007146,E04510,P037,2026-07-07,2026-07-10,Completed,94.94
EP007147,E02097,P025,2024-10-08,2024-10-27,Completed,89.66
EP007148,E02128,P010,2024-08-13,2024-08-28,Completed,92.15
EP007149,E03778,P001,2025-11-19,2025-12-02,Completed,81.29
EP007150,E01469,P022,2024-12-12,2025-01-12,Completed,92.62
EP007151,E03013,P010,2024-08-06,2024-08-28,Completed,91.91
EP007152,E01980,P026,2026-09-09,,In Progress,
EP007153,E04452,P023,2025-05-16,,Enrolled,
EP007154,E00736,P032,2025-03-15,2025-03-22,Completed,92.58
EP007155,E00207,P023,2025-07-18,2025-08-27,Completed,99.55
EP007156,E04149,P019,2026-04-16,,Enrolled,
EP007157,E00397,P038,2025-05-29,,Enrolled,
EP007158,E01807,P024,2025-03-01,2025-04-11,Completed,78.12
EP007159,E04044,P040,2025-01-16,2025-02-23,Completed,87.29
EP007160,E02345,P018,2026-06-13,,Enrolled,
EP007161,E01248,P023,2025-07-28,,Enrolled,
EP007162,E00601,P022,2024-12-24,2024-12-28,Completed,100.0
EP007163,E04075,P002,2024-11-07,,Enrolled,
EP007164,E03271,P017,2024-03-19,,Enrolled,
EP007165,E00237,P036,2024-11-28,2024-12-31,Completed,77.93
EP007166,E01215,P003,2025-10-26,2025-11-18,Completed,83.9
EP007167,E03573,P038,2025-05-21,,Withdrawn,
EP007168,E01800,P025,2024-08-02,2024-12-02,Completed,71.99
EP007169,E00424,P040,2025-02-25,,Enrolled,
EP007170,E00733,P033,2025-03-06,,Enrolled,
EP007171,E00048,P036,2025-01-17,2025-01-29,Completed,95.49
EP007172,E00241,P028,2024-06-14,,Enrolled,
EP007173,E04470,P004,2026-02-11,2026-02-11,Completed,88.1
EP007174,E02442,P030,2026-06-16,,In Progress,
EP007175,E00107,P029,2026-04-16,2026-05-01,Completed,89.94
EP007176,E02414,P032,2025-04-23,2025-04-24,Completed,77.13
EP007177,E04941,P020,2025-11-05,2025-12-14,Completed,86.85
EP007178,E00189,P034,2025-03-16,2025-09-16,Completed,75.01
EP007179,E03649,P015,2025-03-31,2025-06-04,Completed,93.98
EP007180,E02704,P028,2024-05-15,2024-09-14,Completed,76.89
EP007181,E04896,P019,2026-03-18,,Enrolled,
EP007182,E02503,P020,2025-10-01,,Enrolled,
EP007183,E00112,P029,2026-04-12,2026-06-03,Completed,87.11
EP007184,E04618,P012,2025-04-27,2025-05-23,Completed,85.44
EP007185,E00765,P020,2025-12-15,2025-12-18,Completed,90.79
EP007186,E03788,P021,2025-01-28,2025-02-06,Completed,99.37
EP007187,E02408,P008,2024-07-11,,Enrolled,
EP007188,E02713,P009,2024-10-19,,Enrolled,
EP007189,E03795,P026,2026-10-12,,In Progress,
EP007190,E02523,P035,2024-07-31,,Enrolled,
EP007191,E02912,P025,2024-07-26,2024-08-05,Completed,95.92
EP007192,E02597,P032,2025-03-31,,Enrolled,
EP007193,E00548,P016,2024-09-29,,Enrolled,
EP007194,E02661,P001,2026-01-26,2026-02-23,Completed,81.58
EP007195,E03394,P035,2024-07-17,,Enrolled,
EP007196,E04290,P031,2026-06-27,2026-07-05,Completed,84.73
EP007197,E01886,P039,2026-05-18,,Enrolled,
EP007198,E01125,P025,2024-12-03,,Enrolled,
EP007199,E02643,P023,2025-07-30,,Enrolled,
EP007200,E00868,P021,2025-02-12,2025-03-23,Completed,76.39
EP007201,E00930,P021,2025-02-11,,Enrolled,
EP007202,E04624,P019,2026-02-01,2026-05-16,Completed,84.16
EP007203,E01869,P016,2024-09-28,,Enrolled,
EP007204,E01596,P028,2024-09-14,,Enrolled,
EP007205,E01905,P007,2024-10-02,,Enrolled,
EP007206,E04602,P033,2025-03-24,2025-03-26,Completed,93.0
EP007207,E02952,P032,2025-05-17,2025-05-17,Completed,89.27
EP007208,E03829,P033,2025-01-10,,Enrolled,
EP007209,E00467,P027,2025-01-01,,Enrolled,
EP007210,E01006,P025,2024-09-01,,Enrolled,
EP007211,E01730,P018,2026-06-01,2026-06-21,Completed,73.33
EP007212,E01053,P038,2025-06-09,2025-06-29,Completed,84.43
EP007213,E00443,P033,2025-03-15,2025-03-24,Completed,67.86
EP007214,E04019,P013,2025-05-30,2025-07-05,Completed,80.33
EP007215,E03073,P030,2026-06-14,2026-06-21,Completed,88.53
EP007216,E01359,P005,2025-04-16,2025-07-05,Completed,88.67
EP007217,E01557,P001,2025-12-31,2026-02-05,Completed,81.2
EP007218,E02958,P010,2024-07-18,,Enrolled,
EP007219,E03679,P036,2025-01-26,2025-01-30,Completed,85.97
EP007220,E01773,P040,2024-09-29,2025-02-22,Completed,78.29
EP007221,E00008,P013,2025-05-28,,Enrolled,
EP007222,E03878,P019,2025-12-29,,Enrolled,
EP007223,E04866,P036,2024-12-21,,Enrolled,
EP007224,E01223,P012,2025-06-21,2025-06-23,Completed,77.19
EP007225,E00496,P016,2024-09-08,2024-10-31,Completed,81.51
EP007226,E00525,P016,2024-09-14,2024-10-15,Completed,79.59
EP007227,E03311,P031,2026-07-11,,In Progress,
EP007228,E03984,P022,2024-12-26,2025-01-05,Completed,99.56
EP007229,E03003,P039,2026-05-02,2026-05-14,Completed,69.94
EP007230,E00079,P015,2025-03-22,,Enrolled,
EP007231,E04184,P003,2025-12-01,,Enrolled,
EP007232,E03763,P003,2025-10-09,2025-10-22,Completed,90.49
EP007233,E02079,P015,2025-05-05,2025-05-12,Completed,100.0
EP007234,E01118,P021,2025-02-25,,Enrolled,
EP007235,E01943,P027,2024-12-18,2024-12-28,Completed,84.04
EP007236,E02150,P028,2024-08-22,,Enrolled,
EP007237,E04426,P014,2026-09-27,,In Progress,
EP007238,E02225,P010,2024-06-20,2024-07-10,Completed,78.73
EP007239,E00964,P009,2024-09-26,2024-11-16,Completed,82.89
EP007240,E02367,P040,2025-01-12,2025-02-16,Completed,90.75
EP007241,E04828,P038,2025-06-19,2025-06-20,Completed,72.74
EP007242,E00434,P034,2025-03-26,2025-04-17,Completed,71.03
EP007243,E01036,P006,2025-06-17,2025-07-30,Completed,72.15
EP007244,E04308,P016,2024-10-09,2024-11-15,Completed,92.88
EP007245,E04783,P001,2025-11-27,2025-12-06,Completed,76.45
EP007246,E04484,P010,2024-06-27,2024-07-29,Completed,88.03
EP007247,E04918,P019,2026-04-11,2026-04-13,Completed,89.36
EP007248,E01792,P029,2026-05-28,,Enrolled,
EP007249,E02819,P015,2025-05-22,2025-06-12,Completed,70.21
EP007250,E02283,P011,2025-01-01,,Enrolled,
EP007251,E04947,P020,2025-10-19,,Enrolled,
EP007252,E02303,P018,2026-06-07,2026-07-09,Completed,78.45
EP007253,E04583,P033,2025-02-15,,Enrolled,
EP007254,E00605,P034,2025-07-06,2025-07-14,Completed,86.51
EP007255,E04661,P040,2025-02-05,,Enrolled,
EP007256,E00546,P040,2024-11-06,2024-12-11,Completed,79.9
EP007257,E03499,P034,2025-06-22,,Enrolled,
EP007258,E01210,P006,2025-05-03,2025-05-07,Completed,80.56
EP007259,E00182,P023,2025-09-02,,Enrolled,
EP007260,E03626,P024,2025-03-13,,Enrolled,
EP007261,E04617,P004,2026-01-26,,Enrolled,
EP007262,E00811,P017,2024-07-22,2024-07-22,Completed,100.0
EP007263,E04961,P020,2026-01-15,2026-01-15,Completed,90.41
EP007264,E03513,P001,2025-12-19,2026-01-09,Completed,89.19
EP007265,E02391,P038,2025-06-06,2025-06-29,Completed,84.04
EP007266,E00113,P011,2024-12-04,2024-12-05,Completed,79.91
EP007267,E04722,P033,2025-03-15,2025-04-01,Completed,87.23
EP007268,E01900,P027,2025-02-02,2025-02-10,Completed,74.74
EP007269,E01178,P010,2024-06-30,2024-07-14,Completed,73.41
EP007270,E02831,P038,2025-04-25,2025-06-05,Completed,95.19
EP007271,E00358,P023,2025-07-25,2025-08-30,Completed,87.58
EP007272,E00973,P003,2025-11-03,,Withdrawn,
EP007273,E03320,P021,2024-12-27,,Enrolled,
EP007274,E04611,P023,2025-08-26,,Enrolled,
EP007275,E00220,P020,2025-10-22,,Enrolled,
EP007276,E04797,P001,2026-01-08,2026-01-28,Completed,93.22
EP007277,E00337,P030,2026-06-22,2026-08-10,Completed,95.2
EP007278,E00694,P007,2024-08-11,2024-09-18,Completed,77.13
EP007279,E02247,P022,2025-01-18,,Withdrawn,
EP007280,E03047,P016,2024-12-06,2024-12-08,Completed,69.42
